report_period_start,report_period_end,pod,namespace,node,resource_id,interval_start,interval_end,pod_usage_cpu_core_seconds,pod_request_cpu_core_seconds,pod_limit_cpu_core_seconds,pod_usage_memory_byte_seconds,pod_request_memory_byte_seconds,pod_limit_memory_byte_seconds,node_capacity_cpu_cores,node_capacity_cpu_core_seconds,node_capacity_memory_bytes,node_capacity_memory_byte_seconds,pod_labels
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name1a,install-test,aws_compute1,i-55555555,2023-10-01 00:00:00 +0000 UTC,2023-10-01 00:59:59 +0000 UTC,1171.152,3600,3600,14804752269312.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:dev|label_app:install-test|label_version:prod|label_dashed-key-on-aws:dashed-value
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name1b,install-test,aws_compute1,i-55555555,2023-10-01 00:00:00 +0000 UTC,2023-10-01 00:59:59 +0000 UTC,2680.884,3600,3600,10861972291584.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:alpha|label_app:install-test|label_version:prod|label_qa:approved|label_dashed-key-on-aws:dashed-value
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name2a,catalog,aws_compute1,i-55555555,2023-10-01 00:00:00 +0000 UTC,2023-10-01 00:59:59 +0000 UTC,2400.192,3600,3600,4483945857024.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:dev|label_app:catalog|label_version:prod
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name2b,catalog,aws_compute1,i-55555555,2023-10-01 00:00:00 +0000 UTC,2023-10-01 00:59:59 +0000 UTC,1262.3760000000002,3600,3600,6378026434560.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:dev|label_app:catalog|label_version:prod|label_qa:approved
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name3a,cost-management,aws_compute2,i-55555556,2023-10-01 00:00:00 +0000 UTC,2023-10-01 00:59:59 +0000 UTC,2382.084,3600,3600,14263586390016.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:qe|label_app:cost|label_version:beta
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name3b,cost-management,aws_compute2,i-55555556,2023-10-01 00:00:00 +0000 UTC,2023-10-01 00:59:59 +0000 UTC,1709.748,3600,3600,7808250544128.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:qe|label_app:cost|label_version:beta|label_qa:approved
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name4a,analytics,aws_compute3,i-55555557,2023-10-01 00:00:00 +0000 UTC,2023-10-01 00:59:59 +0000 UTC,4607.28,7200,7200,11016591114240.0,15461882265600,15461882265600,4,14400,17179869184,61847529062400,label_environment:prod|label_app:analytics|label_version:gamma
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name4b,analytics,aws_compute3,i-55555557,2023-10-01 00:00:00 +0000 UTC,2023-10-01 00:59:59 +0000 UTC,6438.42,7200,7200,14108967567360.0,15461882265600,15461882265600,4,14400,17179869184,61847529062400,label_environment:prod|label_app:analytics|label_version:gamma|label_qa:approved
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name5,kube-system,aws_master,i-55555558,2023-10-01 00:00:00 +0000 UTC,2023-10-01 00:59:59 +0000 UTC,1834.6319999999998,3600,3600,7692286427136.0,7730941132800,15461882265600,4,14400,8589934592,30923764531200,label_environment:prod|label_app:master|label_version:master
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name6,openshift,aws_master,i-55555558,2023-10-01 00:00:00 +0000 UTC,2023-10-01 00:59:59 +0000 UTC,1776.9959999999999,3600,3600,7614977015808.0,7730941132800,7730941132800,4,14400,8589934592,30923764531200,label_environment:dev|label_app:master|label_version:master
