report_period_start,report_period_end,pod,namespace,node,resource_id,interval_start,interval_end,pod_usage_cpu_core_seconds,pod_request_cpu_core_seconds,pod_limit_cpu_core_seconds,pod_usage_memory_byte_seconds,pod_request_memory_byte_seconds,pod_limit_memory_byte_seconds,node_capacity_cpu_cores,node_capacity_cpu_core_seconds,node_capacity_memory_bytes,node_capacity_memory_byte_seconds,pod_labels
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name1a,mobile,azure_compute1,i-99999995,2023-10-01 00:00:00 +0000 UTC,2023-10-01 00:59:59 +0000 UTC,2323.116,3600,3600,9083855831040.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:Jupiter|label_app:mobile|label_version:Mars|label_dashed-key-on-azure:dashed-value
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name1b,mobile,azure_compute1,i-99999995,2023-10-01 00:00:00 +0000 UTC,2023-10-01 00:59:59 +0000 UTC,1742.112,3600,3600,4870492913664.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:Jupiter|label_app:mobile|label_version:Mars|label_qa:approved|label_dashed-key-on-azure:dashed-value
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name2a,news-site,azure_compute1,i-99999995,2023-10-01 00:00:00 +0000 UTC,2023-10-01 00:59:59 +0000 UTC,1055.484,3600,3600,7730941132800.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:Jupiter|label_app:mobile|label_version:Mars
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name2b,news-site,azure_compute1,i-99999995,2023-10-01 00:00:00 +0000 UTC,2023-10-01 00:59:59 +0000 UTC,3177.216,3600,3600,6764573491200.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:Jupiter|label_app:mobile|label_version:Mars|label_qa:approved
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name3a,banking,azure_compute2,i-99999996,2023-10-01 00:00:00 +0000 UTC,2023-10-01 00:59:59 +0000 UTC,3328.596,3600,3600,11596411699200.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:qe|label_app:banking|label_version:MilkyWay
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name3b,banking,azure_compute2,i-99999996,2023-10-01 00:00:00 +0000 UTC,2023-10-01 00:59:59 +0000 UTC,3216.7799999999997,3600,3600,8504035246080.001,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:qe|label_app:banking|label_version:MilkyWay|label_qa:approved
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name4a,weather,azure_compute3,i-99999997,2023-10-01 00:00:00 +0000 UTC,2023-10-01 00:59:59 +0000 UTC,1217.8799999999999,7200,7200,4329327034368.0005,15461882265600,15461882265600,4,14400,17179869184,61847529062400,label_environment:Mars|label_app:weather|label_version:Andromeda
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name4b,weather,azure_compute3,i-99999997,2023-10-01 00:00:00 +0000 UTC,2023-10-01 00:59:59 +0000 UTC,729.576,7200,7200,5488968204288.0,15461882265600,15461882265600,4,14400,17179869184,61847529062400,label_environment:Mars|label_app:weather|label_version:Andromeda|label_qa:approved
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name5a,kube-system,azure_master,i-99999998,2023-10-01 00:00:00 +0000 UTC,2023-10-01 00:59:59 +0000 UTC,183.6,3600,3600,6300717023232.0,7730941132800,15461882265600,6,21600,21474836480,77309411328000,label_environment:Mars|label_app:Sombrero|label_version:Sombrero
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name5b,kube-system,azure_master,i-99999998,2023-10-01 00:00:00 +0000 UTC,2023-10-01 00:59:59 +0000 UTC,2806.344,3600,3600,9083855831040.0,7730941132800,15461882265600,6,21600,21474836480,77309411328000,label_environment:Mars|label_app:Sombrero|label_version:Sombrero|label_qa:approved
